id,name,source,source_type,task,status,issues_found,task_blockers,browser_status,browser_issue_count,low_vision_status,low_vision_issue_count,task_execution_status,task_steps_passed,task_steps_total,high_count,medium_count,low_count,issue_types,json_report,markdown_report,html_report,error
low_vision_sample,Low Vision Sample Page,examples/sample_low_vision_page.html,file,,passed,7,0,passed,0,passed,7,,,,4,3,0,low_contrast_text;zoom_horizontal_overflow;zoom_fixed_width_content;focus_indicator_missing,reports/low_vision_batch/low_vision_sample.json,reports/low_vision_batch/low_vision_sample.md,reports/low_vision_batch/low_vision_sample.html,
